transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_606370,2026-09-18 12:10:48 UTC,0.0410,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.041),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 75.5, ""amount_in_usd"": 75.5}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_907996,2026-09-18 12:10:48 UTC,0.0282,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.028),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 15.84, ""amount_in_usd"": 15.84}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_403000,2026-09-18 12:10:48 UTC,0.0339,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.034),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 124.98, ""amount_in_usd"": 124.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_933264,2026-09-18 12:10:48 UTC,0.0191,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 39.33, ""amount_in_usd"": 39.33}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_356705,2026-09-18 12:10:48 UTC,0.0359,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 18.06, ""amount_in_usd"": 18.06}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_695420,2026-09-18 12:10:48 UTC,0.0375,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.037),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 150.44, ""amount_in_usd"": 150.44}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_116005,2026-09-18 12:10:48 UTC,0.0098,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.010),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 78.09, ""amount_in_usd"": 78.09}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_468111,2026-09-18 12:10:48 UTC,0.0453,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.045),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 109.07, ""amount_in_usd"": 109.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_557453,2026-09-18 12:10:48 UTC,0.0162,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 26.23, ""amount_in_usd"": 26.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_229355,2026-09-18 12:10:48 UTC,0.0369,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.037),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 32.66, ""amount_in_usd"": 32.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_328243,2026-09-18 12:10:48 UTC,0.0466,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 7.48, ""amount_in_usd"": 7.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_641365,2026-09-18 12:10:48 UTC,0.0793,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.079),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 93.79, ""amount_in_usd"": 93.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_590394,2026-09-18 12:10:48 UTC,0.9075,"Unusual hour (night, outside 06:00-22:00); Weekend transaction; Online + international (typical fraud vector); Late-night online purchase","Model strongly flags this transaction due to occurred at night, online and international, weekend timing (score 0.907)","{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 46.39, ""amount_in_usd"": 46.39}",Flagged for review,Pending review,Awaiting investigator
TXN_132028,2026-09-18 12:10:48 UTC,0.0441,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.044),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 7.01, ""amount_in_usd"": 7.01}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_559456,2026-09-18 12:10:48 UTC,0.0260,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 19.58, ""amount_in_usd"": 19.58}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_532165,2026-09-18 12:10:48 UTC,0.0259,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 44.91, ""amount_in_usd"": 44.91}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_261327,2026-09-18 12:10:48 UTC,0.0460,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.046),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 4.21, ""amount_in_usd"": 4.21}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_596064,2026-09-18 12:10:48 UTC,0.0504,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 4.29, ""amount_in_usd"": 4.29}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_343617,2026-09-18 12:10:48 UTC,0.0180,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.018),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 13.75, ""amount_in_usd"": 13.75}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_867727,2026-09-18 12:10:48 UTC,0.0084,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.008),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 61.3, ""amount_in_usd"": 61.3}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_689186,2026-09-18 12:10:48 UTC,0.0160,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 34.49, ""amount_in_usd"": 34.49}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_239915,2026-09-18 12:10:48 UTC,0.0147,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.015),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 40.14, ""amount_in_usd"": 40.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_877012,2026-09-18 12:10:48 UTC,0.0271,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.027),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 48.89, ""amount_in_usd"": 48.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_410799,2026-09-18 12:10:48 UTC,0.0934,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.093)","{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.95, ""amount_in_usd"": 7.95}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_374205,2026-09-18 12:10:48 UTC,0.0639,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.064),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 6.71, ""amount_in_usd"": 6.71}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_696791,2026-09-18 12:10:48 UTC,0.0547,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.055),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 8.73, ""amount_in_usd"": 8.73}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_958436,2026-09-18 12:10:48 UTC,0.0792,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.079),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 209.58, ""amount_in_usd"": 209.58}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_210282,2026-09-18 12:10:48 UTC,0.0251,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 13.19, ""amount_in_usd"": 13.19}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_242633,2026-09-18 12:10:48 UTC,0.0514,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 15.12, ""amount_in_usd"": 15.12}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_653388,2026-09-18 12:10:48 UTC,0.0667,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.067),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 4.11, ""amount_in_usd"": 4.11}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_697489,2026-09-18 12:10:48 UTC,0.0874,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.087),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 107.96, ""amount_in_usd"": 107.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_132705,2026-09-18 12:10:48 UTC,0.0323,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 111.64, ""amount_in_usd"": 111.64}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_436784,2026-09-18 12:10:48 UTC,0.0696,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.070),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 120.63, ""amount_in_usd"": 120.63}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_997937,2026-09-18 12:10:48 UTC,0.1031,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.103),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 405.79, ""amount_in_usd"": 405.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_362828,2026-09-18 12:10:48 UTC,0.0325,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 101.61, ""amount_in_usd"": 101.61}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_133825,2026-09-18 12:10:48 UTC,0.0405,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.041),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 19.35, ""amount_in_usd"": 19.35}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_407356,2026-09-18 12:10:48 UTC,0.0164,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 28.89, ""amount_in_usd"": 28.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_207790,2026-09-18 12:10:48 UTC,0.9657,"Amount exceeds 150% of available balance; Unusual hour (night, outside 06:00-22:00); Transaction drove balance negative","Model strongly flags this transaction due to amount far exceeds balance, occurred at night, left balance negative (score 0.966)","{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 1475.81, ""amount_in_usd"": 1475.81}",Flagged for review,Pending review,Awaiting investigator
TXN_222620,2026-09-18 12:10:48 UTC,0.0388,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.039),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 60.02, ""amount_in_usd"": 60.02}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_950663,2026-09-18 12:10:48 UTC,0.0354,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.035),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 12.04, ""amount_in_usd"": 12.04}",No action (low risk cleared),Pending review,Awaiting investigator
